trial_id,phase,region,mean_activity,max_activity,activity_variance,start_time,end_time,spike_counts
30,execution,M1,5.598591549295775,35,35.493800833168024,90.842,92.481,"[3, 10, 4, 0, 0, 0, 8, 0, 1, 0, 12, 0, 1, 4, 3, 8, 6, 3, 0, 0, 0, 4, 0, 0, 0, 10, 20, 0, 1, 2, 6, 9, 0, 13, 0, 2, 0, 0, 0, 0, 8, 4, 1, 3, 2, 9, 5, 13, 1, 2, 21, 13, 3, 0, 5, 22, 12, 7, 2, 3, 7, 0, 5, 7, 7, 3, 1, 8, 11, 19, 4, 0, 10, 3, 8, 1, 5, 7, 11, 0, 31, 5, 1, 10, 4, 7, 13, 0, 13, 1, 2, 0, 1, 8, 5, 13, 14, 7, 7, 6, 3, 0, 5, 9, 0, 11, 0, 6, 2, 13, 13, 9, 9, 8, 10, 1, 12, 0, 2, 11, 35, 10, 8, 9, 0, 7, 9, 6, 0, 1, 0, 3, 5, 3, 5, 11, 2, 9, 4, 0, 0, 13]"
31,execution,M1,5.711267605633803,38,37.571563181908346,93.576,95.161,"[3, 2, 9, 2, 0, 1, 3, 0, 0, 1, 26, 3, 9, 8, 5, 3, 3, 1, 1, 0, 1, 6, 0, 0, 0, 13, 10, 1, 0, 3, 4, 2, 0, 10, 1, 2, 0, 7, 0, 0, 7, 8, 1, 15, 1, 7, 8, 6, 3, 4, 13, 9, 6, 0, 6, 12, 8, 2, 8, 3, 5, 0, 5, 7, 8, 2, 0, 5, 7, 16, 1, 0, 15, 1, 7, 1, 7, 7, 20, 1, 38, 8, 3, 10, 4, 3, 9, 0, 6, 2, 5, 1, 1, 5, 5, 7, 11, 10, 13, 0, 3, 0, 6, 9, 0, 3, 0, 5, 8, 12, 29, 8, 11, 11, 15, 3, 8, 1, 2, 14, 27, 7, 6, 10, 0, 7, 7, 3, 1, 1, 1, 5, 0, 5, 5, 16, 2, 11, 10, 1, 0, 15]"
32,execution,M1,5.415492957746479,25,29.538633207696883,96.849,98.356,"[4, 2, 9, 8, 2, 2, 1, 0, 4, 0, 25, 2, 10, 7, 5, 2, 3, 0, 3, 6, 18, 11, 1, 5, 9, 15, 7, 0, 1, 3, 11, 9, 1, 13, 0, 4, 0, 2, 0, 2, 11, 7, 0, 0, 1, 6, 6, 9, 0, 2, 14, 9, 2, 0, 6, 21, 5, 2, 8, 4, 7, 0, 9, 4, 8, 2, 2, 3, 4, 3, 4, 0, 21, 1, 4, 0, 4, 2, 16, 0, 16, 3, 0, 8, 5, 0, 7, 0, 13, 0, 1, 0, 1, 4, 12, 9, 3, 6, 17, 1, 0, 0, 3, 10, 1, 3, 0, 2, 10, 12, 15, 15, 10, 8, 7, 3, 11, 4, 3, 3, 15, 4, 11, 11, 0, 2, 14, 22, 1, 0, 1, 0, 7, 8, 3, 9, 1, 4, 5, 0, 0, 11]"
33,execution,M1,6.014084507042254,30,37.816703035112084,99.754,101.296,"[2, 4, 17, 17, 5, 7, 1, 1, 2, 2, 30, 5, 22, 3, 12, 3, 4, 1, 1, 4, 18, 7, 1, 13, 7, 13, 7, 0, 2, 4, 9, 5, 0, 21, 0, 1, 1, 1, 0, 0, 2, 4, 0, 0, 1, 12, 8, 3, 1, 1, 6, 10, 8, 0, 10, 23, 2, 5, 10, 6, 16, 0, 13, 5, 8, 2, 3, 5, 2, 13, 4, 1, 27, 2, 2, 2, 6, 2, 14, 0, 18, 6, 0, 11, 2, 6, 11, 1, 10, 1, 2, 1, 1, 4, 11, 8, 5, 5, 19, 0, 1, 0, 3, 7, 0, 8, 0, 0, 6, 10, 17, 12, 7, 10, 15, 0, 7, 3, 0, 6, 13, 7, 7, 11, 1, 0, 15, 16, 1, 2, 3, 0, 6, 3, 5, 12, 3, 4, 4, 0, 0, 15]"
34,execution,M1,7.78169014084507,36,68.21290418567744,102.339,103.866,"[1, 1, 24, 5, 0, 1, 1, 0, 0, 2, 27, 2, 16, 14, 12, 4, 3, 1, 5, 5, 26, 10, 2, 5, 4, 10, 4, 0, 2, 2, 3, 7, 1, 15, 2, 0, 0, 0, 0, 1, 10, 4, 1, 1, 0, 8, 9, 17, 0, 7, 11, 20, 1, 1, 0, 21, 2, 20, 10, 5, 12, 1, 14, 2, 12, 3, 2, 1, 15, 9, 5, 4, 21, 1, 1, 0, 17, 21, 30, 5, 21, 9, 2, 16, 2, 2, 10, 0, 12, 0, 1, 0, 2, 6, 20, 10, 2, 10, 13, 3, 9, 0, 5, 13, 8, 7, 0, 2, 34, 15, 23, 6, 16, 11, 2, 2, 23, 7, 2, 9, 26, 2, 3, 25, 0, 2, 36, 7, 0, 1, 3, 7, 7, 9, 12, 19, 3, 29, 14, 5, 0, 18]"
35,execution,M1,5.880281690140845,27,32.288484427692914,105.509,107.056,"[1, 2, 11, 14, 4, 3, 2, 0, 10, 0, 27, 2, 23, 7, 7, 1, 8, 1, 1, 5, 18, 12, 0, 10, 3, 11, 10, 0, 0, 2, 6, 6, 2, 20, 0, 2, 1, 4, 0, 1, 6, 8, 0, 3, 3, 7, 7, 4, 0, 3, 11, 11, 8, 0, 6, 16, 4, 7, 6, 6, 14, 0, 8, 7, 5, 1, 2, 6, 6, 10, 1, 1, 15, 4, 7, 2, 5, 11, 13, 2, 16, 1, 6, 6, 4, 4, 21, 0, 7, 1, 0, 0, 0, 8, 6, 15, 2, 12, 10, 0, 3, 0, 6, 6, 1, 5, 1, 4, 2, 13, 21, 11, 8, 9, 6, 4, 8, 0, 1, 12, 26, 3, 3, 10, 0, 2, 11, 8, 0, 0, 6, 2, 4, 9, 1, 13, 1, 12, 7, 0, 0, 4]"
36,execution,M1,4.302816901408451,21,21.647738543939692,108.4,109.751,"[0, 2, 0, 0, 4, 0, 2, 0, 0, 1, 12, 0, 9, 9, 12, 8, 2, 1, 0, 5, 1, 1, 1, 1, 4, 10, 21, 0, 0, 0, 2, 6, 0, 12, 0, 2, 1, 3, 0, 0, 3, 1, 1, 0, 2, 5, 4, 1, 1, 2, 10, 5, 3, 1, 7, 21, 1, 7, 4, 3, 11, 1, 6, 1, 3, 3, 4, 3, 5, 9, 1, 1, 18, 1, 2, 3, 2, 5, 10, 1, 11, 8, 6, 9, 4, 3, 12, 1, 10, 1, 1, 1, 5, 1, 7, 7, 2, 7, 6, 0, 7, 0, 0, 6, 2, 11, 0, 2, 1, 15, 8, 6, 5, 8, 6, 2, 16, 4, 3, 6, 21, 3, 4, 0, 0, 1, 14, 9, 0, 0, 4, 1, 1, 7, 0, 10, 1, 7, 6, 0, 0, 8]"
37,execution,M1,4.471830985915493,21,22.868924816504666,111.029,112.426,"[0, 2, 0, 0, 0, 0, 0, 0, 1, 0, 6, 1, 7, 14, 3, 7, 2, 1, 1, 0, 1, 5, 0, 0, 0, 3, 12, 0, 0, 0, 4, 6, 1, 5, 0, 2, 2, 2, 0, 5, 7, 3, 0, 4, 0, 16, 5, 4, 0, 3, 11, 10, 5, 0, 7, 15, 15, 8, 5, 2, 8, 0, 3, 11, 8, 2, 0, 8, 5, 6, 1, 0, 9, 3, 6, 1, 1, 2, 9, 0, 15, 1, 2, 5, 0, 3, 11, 1, 5, 0, 0, 2, 2, 3, 3, 5, 1, 6, 9, 3, 5, 0, 7, 7, 1, 2, 0, 3, 8, 10, 10, 21, 9, 11, 6, 3, 11, 2, 1, 21, 12, 1, 8, 5, 2, 11, 13, 12, 0, 0, 0, 5, 0, 2, 7, 8, 0, 10, 8, 0, 0, 20]"
38,execution,M1,4.866197183098592,28,30.890547510414603,113.825,115.221,"[0, 0, 16, 2, 1, 2, 0, 0, 3, 0, 13, 0, 9, 8, 9, 7, 1, 0, 14, 6, 23, 5, 2, 16, 0, 18, 3, 1, 5, 3, 4, 8, 1, 12, 1, 0, 2, 0, 1, 0, 2, 4, 0, 0, 3, 9, 9, 6, 0, 2, 12, 7, 5, 0, 6, 14, 3, 0, 4, 2, 28, 0, 8, 3, 8, 4, 1, 2, 4, 11, 4, 0, 21, 1, 9, 4, 1, 2, 20, 0, 17, 2, 1, 8, 2, 2, 12, 3, 9, 1, 0, 0, 0, 6, 12, 7, 8, 9, 5, 0, 2, 0, 1, 6, 1, 8, 1, 2, 1, 10, 13, 5, 3, 4, 2, 3, 13, 8, 1, 4, 5, 2, 3, 2, 1, 1, 19, 11, 0, 2, 0, 0, 4, 2, 1, 7, 0, 3, 3, 0, 0, 18]"
39,execution,M1,4.859154929577465,20,26.360444356278524,116.198,117.651,"[2, 1, 10, 8, 4, 5, 1, 0, 0, 0, 16, 2, 4, 4, 17, 5, 7, 0, 0, 2, 12, 10, 0, 2, 5, 8, 16, 0, 0, 1, 4, 5, 0, 6, 0, 0, 1, 3, 0, 0, 3, 7, 0, 0, 0, 4, 11, 0, 0, 3, 20, 14, 2, 1, 5, 18, 13, 5, 5, 6, 14, 0, 2, 5, 8, 0, 1, 5, 2, 17, 2, 1, 12, 1, 9, 4, 2, 6, 7, 3, 20, 4, 5, 8, 1, 2, 7, 0, 6, 0, 6, 1, 0, 5, 3, 13, 4, 8, 9, 0, 5, 1, 4, 7, 1, 1, 1, 1, 5, 12, 16, 14, 4, 2, 7, 0, 19, 0, 1, 3, 18, 8, 9, 4, 0, 0, 13, 7, 0, 1, 4, 1, 0, 8, 3, 8, 0, 11, 6, 0, 0, 4]"
40,execution,M1,4.457746478873239,24,22.966524499107322,119.224,120.506,"[0, 0, 11, 0, 6, 1, 0, 0, 0, 1, 9, 3, 12, 8, 8, 11, 1, 0, 7, 1, 18, 5, 7, 10, 0, 11, 3, 0, 6, 0, 12, 7, 0, 14, 4, 1, 1, 3, 3, 4, 1, 3, 0, 0, 0, 2, 6, 15, 2, 4, 5, 4, 3, 0, 9, 15, 0, 3, 3, 1, 13, 0, 9, 5, 9, 2, 0, 1, 7, 3, 4, 0, 19, 4, 6, 6, 0, 5, 14, 0, 17, 3, 1, 10, 1, 3, 6, 0, 4, 0, 0, 0, 2, 3, 10, 9, 4, 7, 4, 1, 6, 0, 1, 12, 0, 2, 0, 1, 2, 6, 9, 6, 8, 3, 2, 4, 4, 8, 0, 7, 16, 3, 0, 3, 0, 1, 24, 6, 0, 0, 0, 0, 7, 10, 0, 8, 1, 4, 3, 1, 0, 9]"
41,execution,M1,4.26056338028169,26,26.54478278119421,121.546,122.846,"[2, 5, 2, 0, 0, 0, 0, 0, 0, 1, 2, 0, 8, 22, 7, 2, 4, 0, 0, 0, 1, 1, 0, 0, 0, 5, 15, 0, 0, 0, 1, 16, 0, 13, 0, 1, 2, 2, 0, 3, 4, 6, 0, 1, 0, 4, 2, 4, 1, 5, 14, 13, 3, 0, 7, 12, 11, 8, 2, 2, 2, 0, 4, 2, 6, 0, 3, 4, 6, 10, 0, 0, 11, 2, 7, 2, 0, 4, 11, 1, 11, 3, 4, 6, 3, 0, 5, 0, 8, 1, 2, 0, 1, 6, 4, 7, 1, 3, 7, 4, 11, 0, 11, 2, 2, 9, 0, 0, 3, 11, 15, 23, 8, 4, 3, 1, 14, 0, 0, 14, 26, 3, 9, 6, 0, 0, 5, 14, 0, 0, 0, 2, 2, 3, 2, 11, 0, 12, 4, 0, 0, 10]"
42,execution,M1,4.936619718309859,20,24.72133505256893,124.109,125.546,"[3, 0, 4, 7, 2, 2, 0, 0, 0, 1, 20, 1, 10, 2, 6, 4, 5, 0, 1, 1, 15, 4, 0, 2, 5, 12, 11, 0, 0, 0, 6, 4, 0, 17, 0, 2, 0, 4, 1, 0, 3, 4, 1, 0, 0, 7, 6, 2, 1, 2, 5, 11, 2, 0, 6, 19, 7, 2, 10, 3, 9, 0, 15, 3, 5, 1, 1, 2, 6, 14, 3, 1, 18, 3, 10, 11, 3, 9, 10, 5, 18, 3, 6, 10, 2, 6, 12, 0, 6, 0, 0, 0, 2, 6, 6, 4, 3, 9, 4, 0, 2, 0, 6, 4, 0, 6, 0, 1, 5, 11, 12, 10, 7, 4, 10, 0, 13, 1, 2, 7, 18, 5, 8, 7, 1, 7, 12, 11, 0, 1, 2, 2, 3, 4, 2, 6, 2, 12, 8, 0, 0, 20]"
43,execution,M1,3.8450704225352115,18,19.21543344574489,126.816,128.111,"[1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 12, 4, 3, 11, 5, 3, 0, 0, 0, 0, 1, 5, 1, 0, 0, 9, 4, 0, 0, 0, 3, 2, 1, 10, 0, 2, 1, 7, 0, 0, 2, 1, 0, 1, 3, 10, 6, 6, 1, 3, 6, 8, 5, 0, 3, 11, 13, 0, 2, 3, 6, 2, 9, 6, 7, 2, 2, 4, 5, 8, 3, 0, 17, 0, 3, 0, 2, 3, 10, 0, 14, 4, 0, 11, 2, 2, 6, 1, 3, 0, 0, 0, 3, 1, 1, 5, 1, 11, 12, 2, 3, 0, 0, 11, 2, 3, 1, 0, 2, 6, 14, 17, 3, 7, 2, 4, 6, 5, 1, 12, 11, 5, 3, 4, 0, 1, 12, 7, 0, 0, 0, 2, 0, 6, 3, 13, 0, 16, 5, 0, 1, 18]"
44,execution,M1,6.767605633802817,32,45.06571116841897,128.979,130.681,"[4, 17, 12, 1, 2, 0, 4, 0, 2, 0, 21, 1, 7, 7, 8, 1, 5, 3, 2, 4, 2, 8, 1, 0, 0, 8, 14, 0, 1, 0, 5, 8, 2, 13, 0, 4, 0, 4, 0, 0, 14, 11, 1, 5, 2, 7, 3, 7, 4, 3, 17, 17, 0, 0, 7, 26, 21, 20, 7, 3, 8, 0, 11, 12, 7, 1, 3, 5, 4, 14, 1, 0, 11, 1, 7, 5, 12, 12, 26, 1, 32, 3, 1, 14, 3, 4, 19, 0, 12, 4, 0, 2, 1, 8, 15, 8, 19, 2, 11, 4, 3, 0, 9, 17, 0, 10, 3, 2, 4, 15, 26, 13, 19, 12, 12, 3, 11, 1, 2, 13, 20, 16, 10, 6, 1, 6, 8, 12, 0, 5, 1, 4, 2, 3, 8, 14, 3, 11, 2, 0, 0, 5]"
45,execution,M1,6.112676056338028,23,33.07181114858163,131.783,133.346,"[8, 6, 7, 10, 0, 1, 2, 0, 2, 1, 23, 4, 17, 4, 12, 8, 4, 1, 4, 4, 11, 3, 1, 7, 5, 21, 9, 0, 0, 3, 8, 1, 3, 23, 0, 2, 1, 5, 1, 1, 9, 2, 0, 1, 3, 8, 6, 8, 1, 5, 10, 12, 7, 3, 7, 20, 10, 7, 7, 8, 6, 0, 10, 5, 12, 3, 2, 4, 1, 16, 4, 3, 22, 3, 4, 3, 9, 7, 12, 0, 21, 3, 2, 14, 2, 8, 11, 1, 14, 0, 4, 0, 4, 5, 19, 15, 3, 6, 9, 0, 2, 0, 4, 4, 0, 3, 0, 1, 3, 9, 15, 12, 11, 7, 15, 2, 12, 0, 0, 8, 18, 10, 4, 11, 0, 1, 17, 16, 0, 0, 3, 2, 6, 4, 7, 17, 1, 5, 5, 0, 0, 9]"
46,execution,M1,4.838028169014085,22,25.516018647093833,135.126,136.621,"[2, 0, 1, 2, 10, 1, 1, 0, 0, 0, 13, 0, 7, 4, 8, 11, 8, 2, 0, 2, 1, 5, 2, 0, 1, 11, 22, 0, 1, 0, 1, 4, 0, 16, 0, 2, 1, 3, 0, 0, 1, 2, 2, 1, 0, 2, 5, 2, 0, 6, 8, 9, 5, 0, 6, 16, 1, 9, 6, 2, 8, 0, 7, 1, 10, 3, 4, 6, 2, 6, 2, 2, 15, 1, 5, 1, 4, 2, 20, 1, 12, 5, 2, 8, 1, 3, 14, 0, 8, 0, 3, 0, 3, 7, 6, 10, 8, 7, 6, 0, 7, 0, 4, 3, 3, 16, 0, 1, 5, 15, 16, 13, 12, 4, 6, 2, 11, 3, 0, 4, 15, 5, 6, 7, 0, 0, 18, 13, 0, 1, 8, 5, 4, 5, 1, 9, 2, 10, 6, 0, 0, 19]"
47,execution,M1,5.316901408450704,24,29.427742511406468,138.451,140.206,"[0, 0, 14, 7, 8, 3, 0, 0, 0, 0, 10, 0, 8, 12, 18, 7, 1, 2, 7, 0, 8, 4, 1, 12, 1, 14, 13, 0, 1, 0, 2, 12, 0, 11, 2, 1, 0, 4, 1, 0, 1, 6, 1, 0, 1, 7, 3, 5, 2, 3, 12, 11, 3, 0, 7, 19, 1, 6, 5, 6, 19, 0, 16, 3, 7, 4, 2, 5, 6, 9, 1, 0, 11, 2, 9, 5, 1, 5, 13, 0, 18, 4, 1, 5, 2, 5, 17, 0, 7, 0, 1, 0, 1, 5, 2, 10, 6, 9, 7, 1, 7, 0, 1, 7, 1, 10, 1, 2, 3, 17, 24, 11, 5, 7, 4, 4, 11, 2, 1, 2, 18, 2, 8, 4, 0, 3, 16, 17, 0, 2, 4, 1, 0, 9, 3, 12, 1, 13, 5, 1, 0, 14]"
48,execution,M1,5.190140845070423,36,32.28074786748661,142.117,143.666,"[2, 5, 7, 2, 1, 0, 8, 0, 6, 2, 31, 2, 9, 4, 3, 3, 2, 0, 0, 0, 1, 11, 0, 2, 0, 10, 14, 3, 1, 2, 3, 4, 0, 14, 0, 3, 0, 4, 0, 1, 7, 8, 0, 7, 3, 11, 3, 7, 3, 1, 13, 6, 4, 0, 4, 17, 4, 8, 9, 2, 4, 0, 7, 6, 11, 2, 4, 6, 8, 12, 5, 0, 13, 1, 6, 4, 4, 2, 17, 0, 36, 5, 0, 3, 1, 2, 9, 1, 7, 3, 4, 2, 0, 4, 5, 13, 9, 4, 5, 0, 5, 0, 3, 2, 0, 6, 0, 2, 3, 12, 12, 7, 8, 8, 7, 1, 17, 1, 2, 17, 23, 5, 6, 11, 0, 9, 13, 2, 1, 2, 0, 1, 2, 5, 7, 8, 2, 5, 8, 0, 0, 12]"
49,execution,M1,4.725352112676056,26,28.734427692918075,145.12,146.506,"[0, 0, 10, 2, 5, 3, 0, 0, 0, 0, 12, 0, 11, 6, 10, 9, 3, 3, 6, 8, 5, 3, 0, 3, 0, 15, 13, 0, 0, 0, 3, 5, 0, 18, 0, 1, 1, 2, 0, 1, 2, 4, 1, 0, 2, 4, 10, 3, 1, 4, 14, 6, 1, 2, 5, 22, 2, 12, 7, 4, 26, 1, 10, 1, 5, 2, 2, 4, 4, 10, 3, 2, 25, 3, 5, 2, 1, 3, 22, 0, 14, 1, 2, 6, 0, 5, 9, 2, 6, 0, 0, 0, 2, 0, 8, 10, 8, 3, 14, 2, 4, 0, 0, 13, 0, 0, 0, 0, 4, 5, 12, 5, 6, 9, 9, 0, 5, 7, 1, 7, 13, 2, 8, 2, 0, 0, 14, 10, 0, 0, 3, 3, 2, 7, 4, 3, 0, 8, 3, 0, 0, 15]"
50,execution,M1,4.492957746478873,22,26.16544336441182,147.91,149.246,"[0, 0, 3, 1, 2, 2, 2, 0, 0, 0, 13, 0, 8, 9, 21, 5, 0, 0, 0, 6, 7, 2, 1, 2, 2, 8, 12, 0, 0, 0, 3, 7, 0, 10, 0, 0, 1, 1, 0, 1, 1, 4, 0, 0, 0, 7, 4, 2, 0, 4, 17, 5, 3, 1, 6, 17, 3, 7, 7, 2, 15, 2, 4, 7, 9, 2, 3, 2, 7, 14, 1, 1, 16, 1, 6, 7, 2, 5, 16, 1, 17, 4, 4, 2, 5, 2, 14, 0, 4, 0, 0, 0, 4, 2, 5, 9, 2, 13, 6, 0, 10, 2, 4, 5, 1, 5, 0, 2, 3, 16, 15, 9, 2, 1, 4, 0, 10, 2, 0, 3, 12, 0, 8, 3, 0, 1, 10, 19, 0, 0, 1, 1, 1, 5, 4, 5, 1, 22, 7, 0, 0, 11]"
51,execution,M1,5.119718309859155,26,31.8377802023408,151.141,152.636,"[1, 0, 11, 1, 4, 0, 0, 0, 3, 0, 20, 2, 0, 2, 10, 1, 1, 2, 0, 6, 1, 3, 1, 0, 0, 6, 7, 0, 0, 3, 3, 2, 0, 11, 5, 5, 0, 3, 0, 2, 13, 8, 2, 3, 3, 7, 4, 10, 3, 2, 7, 10, 4, 0, 6, 18, 22, 9, 7, 2, 9, 0, 7, 6, 8, 5, 4, 4, 8, 7, 0, 1, 26, 2, 7, 1, 4, 4, 16, 0, 22, 2, 0, 6, 2, 3, 8, 2, 4, 0, 0, 0, 4, 8, 5, 9, 6, 8, 8, 1, 2, 0, 3, 15, 0, 5, 0, 3, 5, 10, 20, 10, 13, 6, 1, 4, 9, 1, 1, 24, 19, 7, 8, 0, 0, 6, 18, 14, 0, 0, 0, 6, 0, 5, 0, 11, 0, 13, 6, 0, 0, 9]"
52,execution,M1,4.464788732394366,22,20.10791509621107,154.078,155.366,"[0, 0, 4, 0, 1, 2, 0, 1, 3, 2, 14, 4, 11, 9, 3, 3, 1, 3, 1, 1, 1, 4, 0, 2, 0, 5, 8, 0, 0, 1, 3, 8, 2, 13, 1, 5, 1, 5, 0, 0, 1, 4, 1, 1, 3, 15, 5, 6, 4, 4, 8, 8, 3, 0, 7, 17, 10, 4, 3, 3, 7, 0, 9, 2, 11, 4, 2, 5, 4, 6, 4, 0, 14, 3, 4, 4, 3, 5, 9, 3, 14, 5, 1, 5, 8, 4, 8, 0, 5, 0, 1, 1, 0, 12, 2, 8, 0, 15, 8, 1, 7, 0, 2, 7, 3, 6, 0, 2, 5, 4, 15, 22, 8, 6, 0, 1, 3, 2, 1, 10, 12, 4, 1, 7, 0, 7, 13, 5, 0, 1, 0, 7, 0, 2, 4, 9, 1, 8, 3, 0, 0, 20]"
53,execution,M1,4.605633802816901,24,31.506447133505254,156.447,157.796,"[2, 0, 1, 1, 0, 1, 0, 0, 1, 0, 10, 6, 13, 16, 3, 7, 0, 1, 1, 0, 0, 3, 0, 1, 0, 8, 8, 0, 0, 2, 2, 3, 0, 6, 0, 0, 1, 6, 0, 0, 6, 6, 1, 3, 0, 6, 3, 6, 1, 7, 8, 6, 1, 1, 6, 9, 5, 3, 0, 2, 4, 1, 6, 7, 8, 2, 2, 4, 3, 4, 3, 1, 12, 1, 1, 2, 5, 19, 15, 1, 21, 1, 4, 4, 18, 3, 7, 0, 10, 2, 1, 0, 1, 5, 3, 9, 3, 10, 6, 2, 8, 0, 10, 6, 0, 4, 0, 1, 1, 9, 24, 10, 7, 13, 1, 1, 23, 1, 0, 17, 23, 3, 5, 4, 0, 2, 24, 1, 0, 0, 0, 12, 2, 7, 1, 8, 2, 8, 1, 0, 0, 21]"
54,execution,M1,5.091549295774648,20,25.012745487006548,159.251,160.711,"[0, 0, 14, 2, 0, 2, 0, 0, 7, 0, 20, 0, 4, 9, 2, 3, 2, 1, 0, 4, 0, 4, 2, 4, 0, 11, 17, 0, 0, 1, 4, 4, 0, 15, 5, 5, 1, 3, 0, 2, 14, 2, 0, 3, 0, 6, 6, 8, 2, 5, 7, 13, 5, 0, 9, 17, 19, 9, 3, 5, 4, 1, 8, 8, 7, 0, 2, 4, 7, 9, 2, 0, 8, 1, 3, 7, 6, 12, 13, 0, 18, 4, 4, 5, 8, 3, 10, 0, 4, 0, 2, 0, 2, 11, 6, 13, 6, 5, 13, 0, 6, 0, 10, 11, 0, 3, 0, 1, 9, 9, 10, 10, 4, 8, 1, 3, 11, 0, 3, 18, 14, 4, 5, 2, 0, 5, 15, 6, 0, 0, 0, 5, 4, 6, 2, 13, 0, 8, 5, 0, 0, 15]"
55,execution,M1,4.309859154929577,20,22.86173378297957,161.774,163.086,"[0, 0, 4, 1, 6, 2, 2, 0, 0, 0, 15, 1, 8, 3, 19, 4, 1, 1, 4, 3, 12, 5, 1, 5, 2, 10, 3, 0, 4, 0, 5, 2, 0, 14, 3, 1, 1, 1, 1, 1, 3, 4, 0, 0, 0, 4, 8, 2, 2, 4, 8, 8, 2, 1, 2, 19, 0, 3, 3, 6, 12, 0, 7, 6, 2, 5, 2, 3, 1, 12, 1, 3, 20, 3, 4, 4, 9, 4, 10, 0, 19, 0, 2, 8, 2, 2, 6, 0, 8, 0, 1, 0, 2, 1, 20, 6, 2, 8, 9, 1, 6, 0, 2, 7, 0, 7, 0, 1, 5, 14, 13, 14, 4, 4, 6, 0, 3, 6, 0, 6, 7, 2, 6, 1, 1, 0, 14, 15, 0, 0, 0, 2, 5, 3, 1, 6, 0, 11, 1, 0, 0, 10]"
56,execution,M1,5.169014084507042,25,30.619321563181913,164.684,166.131,"[0, 3, 0, 0, 4, 2, 1, 0, 0, 1, 17, 1, 6, 10, 10, 9, 7, 0, 2, 0, 8, 5, 1, 3, 0, 12, 25, 0, 0, 1, 1, 10, 1, 16, 1, 1, 1, 2, 0, 0, 1, 3, 0, 3, 0, 8, 2, 4, 4, 2, 12, 7, 2, 0, 3, 19, 1, 10, 6, 3, 10, 0, 6, 2, 3, 2, 6, 6, 9, 8, 3, 4, 13, 0, 3, 3, 3, 6, 11, 1, 20, 6, 2, 10, 1, 2, 16, 0, 6, 0, 2, 0, 4, 5, 6, 7, 3, 13, 13, 3, 5, 0, 5, 8, 1, 17, 0, 1, 4, 17, 18, 14, 10, 8, 7, 0, 21, 2, 3, 5, 23, 8, 7, 3, 0, 4, 11, 8, 0, 0, 4, 1, 1, 3, 1, 11, 2, 10, 5, 1, 0, 16]"
57,execution,M1,5.302816901408451,23,26.39421741717913,167.834,169.296,"[1, 0, 9, 10, 2, 8, 3, 0, 0, 4, 17, 0, 12, 5, 16, 10, 5, 1, 0, 3, 14, 15, 0, 8, 5, 14, 23, 0, 0, 0, 9, 13, 2, 17, 0, 2, 1, 0, 0, 0, 6, 7, 0, 0, 2, 8, 8, 3, 1, 2, 10, 9, 3, 0, 7, 13, 3, 3, 8, 5, 11, 1, 12, 10, 4, 3, 2, 6, 4, 9, 1, 1, 13, 4, 7, 3, 2, 5, 8, 0, 19, 6, 1, 6, 2, 7, 15, 0, 8, 1, 0, 1, 3, 3, 11, 13, 2, 14, 10, 0, 0, 0, 4, 9, 2, 3, 0, 1, 4, 16, 17, 6, 5, 6, 5, 1, 9, 0, 2, 5, 12, 0, 5, 7, 0, 4, 16, 9, 0, 0, 2, 4, 5, 2, 3, 9, 3, 12, 2, 0, 0, 8]"
58,execution,M1,4.633802816901408,23,25.936322158301927,170.728,172.186,"[2, 4, 2, 11, 5, 5, 0, 0, 0, 2, 18, 1, 9, 6, 7, 9, 5, 1, 1, 1, 3, 10, 0, 5, 1, 15, 21, 0, 0, 1, 6, 4, 1, 13, 0, 1, 0, 3, 0, 0, 5, 0, 1, 0, 0, 4, 8, 3, 1, 2, 18, 5, 4, 0, 0, 19, 5, 5, 8, 5, 6, 0, 3, 3, 7, 0, 2, 4, 6, 7, 2, 1, 11, 1, 6, 5, 3, 7, 5, 3, 18, 0, 0, 5, 5, 6, 8, 0, 9, 0, 2, 0, 4, 2, 5, 12, 4, 7, 7, 1, 5, 0, 5, 5, 0, 7, 0, 0, 2, 11, 17, 14, 5, 2, 7, 1, 23, 1, 2, 1, 18, 4, 6, 6, 0, 2, 9, 4, 1, 0, 3, 2, 2, 7, 0, 13, 2, 4, 2, 0, 1, 21]"
59,execution,M1,5.873239436619718,41,48.88534021027573,174.068,175.751,"[7, 9, 6, 2, 0, 0, 4, 1, 0, 1, 16, 0, 8, 4, 9, 4, 8, 1, 0, 1, 0, 10, 1, 0, 0, 7, 21, 1, 0, 0, 6, 7, 2, 10, 2, 1, 0, 4, 0, 0, 8, 0, 0, 1, 2, 13, 10, 5, 0, 4, 19, 9, 4, 2, 4, 38, 12, 9, 8, 2, 12, 1, 3, 8, 8, 1, 0, 9, 6, 15, 4, 0, 9, 2, 1, 0, 3, 3, 12, 0, 41, 2, 1, 8, 2, 5, 23, 0, 8, 1, 0, 2, 2, 6, 5, 13, 12, 1, 21, 5, 1, 0, 8, 12, 1, 5, 1, 2, 5, 20, 15, 12, 9, 6, 7, 0, 9, 1, 1, 17, 29, 10, 12, 5, 0, 3, 17, 5, 0, 3, 0, 3, 0, 5, 13, 12, 0, 5, 8, 0, 0, 14]"
